Respondent_ID,Gender,Age_Group,Political_Party,Education_Level,Race_Ethnicity,Economic_View,Unity_View,Financial_Status,Registered_Voter,Voted_in_2024
1089,A man,50-64,Democrat,College graduate+,Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
18417,A man,65+,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
12532,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
8369,A woman,18-29,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
10768,A woman,65+,Republican,H.S. graduate or less,Black non-Hispanic,Good,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2615,A woman,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
5508,A man,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2132,A woman,65+,Refused/Web blank,H.S. graduate or less,Black non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
6648,A woman,30-49,Independent,College graduate+,White non-Hispanic,Poor,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
13661,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2995,A woman,30-49,Something else,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,No,No
11697,A man,50-64,Republican,H.S. graduate or less,Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,No,No
10120,A woman,18-29,Democrat,College graduate+,Black non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
6036,A woman,65+,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
11012,A woman,65+,Democrat,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
8559,A woman,30-49,Republican,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2948,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
1356,A woman,50-64,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2789,A woman,65+,Democrat,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
6965,A man,30-49,Independent,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
7458,A man,30-49,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
16535,A woman,65+,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
7680,A woman,50-64,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
6658,A man,30-49,Refused/Web blank,College graduate+,Asian non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
8795,A man,50-64,Independent,College graduate+,White non-Hispanic,Excellent,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
11357,A man,65+,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
18366,A woman,65+,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
2660,A woman,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
15702,A woman,50-64,Something else,H.S. graduate or less,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
14559,A man,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2675,A man,65+,Refused/Web blank,Some College,Black non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
3512,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
15288,A man,50-64,Republican,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
12743,A woman,65+,Independent,Refused,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
18398,A woman,50-64,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
15287,A man,30-49,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
10337,A man,65+,Republican,Some College,Asian non-Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
4382,A woman,30-49,Something else,College graduate+,Asian non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
6907,A man,30-49,Independent,College graduate+,Asian non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
18220,A woman,30-49,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
14675,A woman,18-29,Republican,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
18799,A man,30-49,Democrat,College graduate+,Asian non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
12221,A woman,50-64,Republican,Some College,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
15289,A woman,50-64,Republican,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
5611,A woman,65+,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
5433,A woman,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
18554,A woman,65+,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
3251,A woman,Refused,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
14134,A man,65+,Democrat,Refused,Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,No
8156,A man,50-64,Independent,Some College,Asian non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
